season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,5,24.2,10.08,14.4,26/3,0,0,26,3,672,1
2025,4,3,3,1.5,42.85,0,0,0,0,3*,0,2,70.5,14.1,30.0,46/2,3,1,46,2,672,0
2008,2,2,96,96.0,139.13,11,2,1,0,75,0,0,0.0,0.0,0.0,,75,0,0,0,673,0
2009,9,9,145,16.11,123.93,15,6,1,0,50,0,0,0.0,0.0,0.0,,50,0,0,0,673,0
2022,1,1,14,14.0,127.27,2,0,0,0,14,0,0,0.0,0.0,0.0,,14,0,0,0,674,0
2023,14,14,358,25.57,150.42,38,19,1,1,103,1,0,0.0,0.0,0.0,,103,0,0,0,674,0
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,1,51.0,8.5,36.0,37/1,0,0,37,1,675,1
2026,6,4,19,6.33,76.0,3,0,0,0,9,4,0,0.0,0.0,0.0,,9,0,0,0,676,0
2008,11,5,36,12.0,124.13,3,1,0,0,13,0,22,12.09,6.46,11.22,6/14,13,0,6,14,677,0
2008,13,13,349,29.08,113.68,33,15,3,0,91,0,6,21.33,6.4,20.0,2/21,91,0,2,21,678,0
2009,13,11,189,17.18,91.3,13,6,0,0,46,0,2,48.5,8.08,36.0,2/21,46,0,2,21,678,0
2010,14,14,493,37.92,117.66,58,15,4,0,88,0,0,0.0,0.0,0.0,,88,0,0,0,678,0
2011,4,3,50,25.0,84.74,3,2,0,0,32*,0,0,0.0,0.0,0.0,,32,1,0,0,678,0
2012,15,15,268,17.86,98.89,30,4,0,0,45,0,2,47.5,9.5,30.0,2/21,45,0,2,21,678,0
2024,5,3,6,0.0,85.71,1,0,0,0,5*,0,4,37.75,9.43,24.0,25/2,5,1,25,2,679,0
2025,4,2,2,0.0,50.0,0,0,0,0,1*,1,1,133.0,11.73,68.0,42/1,1,1,42,1,679,0
2026,0,0,0,0.0,0.0,0,0,0,0,0,0,2,56.0,10.18,33.0,39/1,0,0,39,1,679,1
2011,13,2,13,0.0,162.5,2,0,0,0,11*,0,21,17.52,8.0,13.14,4/14,11,1,4,14,680,0
2012,1,1,14,0.0,175.0,3,0,0,0,14*,0,0,0.0,0.0,0.0,,14,1,0,0,680,0
2015,5,1,0,0.0,0.0,0,0,0,0,0*,0,8,16.5,7.33,13.5,4/14,0,1,4,14,680,0
2016,0,0,0,0.0,0.0,0,0,0,0,0,0,11,19.63,7.4,15.9,4/14,0,0,4,14,680,1
2017,10,8,32,8.0,80.0,2,0,0,0,9,0,5,55.0,9.01,36.6,4/14,9,0,4,14,680,0
2010,1,1,27,27.0,93.1,3,0,0,0,27,0,0,0.0,0.0,0.0,,27,0,0,0,681,0
2011,1,1,4,4.0,57.14,0,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,681,0
2022,2,2,8,4.0,114.28,2,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,682,0
2008,1,1,1,1.0,14.28,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,683,0
2011,9,5,83,20.75,112.16,6,3,1,0,64,0,0,0.0,0.0,0.0,,64,0,0,0,683,0
2012,4,2,19,0.0,271.42,1,2,0,0,18*,0,0,0.0,0.0,0.0,,18,1,0,0,683,0
2014,1,1,3,3.0,60.0,0,0,0,0,3,0,0,0.0,0.0,0.0,,3,0,0,0,683,0
2008,10,10,196,21.77,119.51,27,3,0,0,45,0,0,0.0,0.0,0.0,,45,0,0,0,684,0
2012,15,14,362,40.22,135.58,24,14,0,0,47*,0,0,0.0,0.0,0.0,,47,1,0,0,685,0
2013,7,7,159,39.75,120.45,15,4,0,0,41,0,0,0.0,0.0,0.0,,41,0,0,0,685,0
2014,10,7,147,36.75,133.63,13,4,0,0,48*,0,0,0.0,0.0,0.0,,48,1,0,0,685,0
2015,14,12,293,26.63,132.57,33,3,2,0,79*,0,0,0.0,0.0,0.0,,79,1,0,0,685,0
2016,8,7,270,45.0,153.4,27,8,0,1,101,0,0,0.0,0.0,0.0,,101,0,0,0,685,0
2017,15,15,472,39.33,121.96,38,12,3,0,84*,0,0,0.0,0.0,0.0,,84,1,0,0,685,0
2019,12,10,319,39.87,116.0,30,4,3,0,73*,0,0,0.0,0.0,0.0,,73,1,0,0,685,0
2020,14,14,311,25.91,131.22,32,9,3,0,69,0,0,0.0,0.0,0.0,,69,0,0,0,685,0
2021,8,7,152,25.33,112.59,13,2,0,0,39,0,0,0.0,0.0,0.0,,39,0,0,0,685,0
2010,1,1,8,8.0,160.0,1,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,686,0
2011,6,2,37,37.0,119.35,2,1,0,0,30,0,0,0.0,0.0,0.0,,30,0,0,0,686,0
2012,8,6,90,22.5,134.32,9,3,0,0,30,0,3,26.0,7.8,20.0,2/14,30,0,2,14,686,0
2013,17,16,293,32.55,147.23,25,12,0,0,41*,0,6,27.0,6.75,24.0,2/14,41,1,2,14,686,0
2014,13,12,123,12.3,101.65,4,5,0,0,48*,0,3,21.33,7.11,18.0,2/14,48,1,2,14,686,0
2015,13,8,74,18.5,112.12,7,1,0,0,20,0,4,35.0,7.36,28.5,2/14,20,0,2,14,686,0
2016,14,6,63,21.0,161.53,5,4,0,0,21,0,1,134.0,7.88,102.0,2/14,21,0,2,14,686,0
2017,8,7,78,15.6,102.63,6,3,0,0,18*,0,4,12.5,8.33,9.0,2/14,18,1,2,14,686,0
2018,7,5,44,8.8,112.82,2,2,0,0,22,0,0,0.0,0.0,0.0,,22,0,0,0,686,0
2019,8,5,70,23.33,175.0,5,4,0,0,33*,0,1,44.0,6.28,42.0,2/14,33,1,2,14,686,0
2008,16,11,192,32.0,147.69,21,8,2,0,64,0,0,0.0,0.0,0.0,,64,0,0,0,687,0
2009,14,11,177,19.66,107.92,20,4,1,0,59*,0,0,0.0,0.0,0.0,,59,1,0,0,687,0
2010,16,15,356,32.36,117.49,41,5,2,0,55*,0,0,0.0,0.0,0.0,,55,1,0,0,687,0
2011,16,13,396,56.57,126.51,38,9,5,0,71*,0,0,0.0,0.0,0.0,,71,1,0,0,687,0
2012,15,9,196,28.0,108.28,23,2,1,0,57,0,0,0.0,0.0,0.0,,57,0,0,0,687,0
2013,18,8,124,17.71,102.47,11,0,0,0,34,0,0,0.0,0.0,0.0,,34,0,0,0,687,0
2009,0,0,0,0.0,0.0,0,0,0,0,0,0,5,27.2,7.15,22.8,2/18,0,0,2,18,688,1
2010,6,1,3,0.0,75.0,0,0,0,0,3*,0,1,159.0,10.04,95.0,2/18,3,1,2,18,688,0
2024,4,3,18,9.0,75.0,2,1,0,0,9*,1,0,0.0,0.0,0.0,,9,1,0,0,689,0
2010,5,3,14,7.0,116.66,2,0,0,0,12,0,5,37.0,11.8,18.8,3/36,12,0,3,36,690,0
2013,2,1,23,23.0,153.33,4,0,0,0,23,0,0,0.0,0.0,0.0,,23,0,0,0,690,0
2008,4,2,6,3.0,42.85,0,0,0,0,3,0,1,82.0,8.94,55.0,1/27,3,0,1,27,691,0
2012,15,2,9,9.0,128.57,2,0,0,0,9*,0,24,13.5,5.47,14.79,5/19,9,1,5,19,692,0
2013,16,6,21,7.0,110.52,0,2,0,0,13,0,22,15.9,5.46,17.45,5/19,13,0,5,19,692,0
2014,16,5,10,5.0,71.42,0,0,0,0,6,0,21,19.38,6.35,18.28,5/19,6,0,5,19,692,0
2015,8,1,0,0.0,0.0,0,0,0,0,0*,0,7,33.42,7.31,27.42,5/19,0,1,5,19,692,0
2016,11,4,7,7.0,53.84,0,0,0,0,4,0,11,27.63,7.09,23.36,5/19,4,0,5,19,692,0
2017,16,14,224,17.23,172.3,34,10,1,0,54,0,10,41.2,6.98,35.4,5/19,54,0,5,19,692,0
2018,16,16,357,22.31,189.89,40,23,2,0,75,0,17,27.47,7.65,21.52,5/19,75,0,5,19,692,0
2019,12,9,143,17.87,166.27,17,9,0,0,47,0,10,34.7,7.82,26.6,5/19,47,0,5,19,692,0
2020,10,9,121,13.44,142.35,10,8,1,0,64,0,5,60.4,7.94,45.6,5/19,64,0,5,19,692,0
2021,14,10,62,7.75,131.91,3,5,0,0,26,0,16,22.56,6.44,21.0,5/19,26,0,5,19,692,0
2022,14,10,71,8.88,177.5,6,6,0,0,22,2,9,34.66,5.57,37.33,21/2,22,0,21,2,692,0
2023,14,10,21,3.0,84.0,2,1,0,0,7*,1,11,34.81,7.97,26.18,33/3,7,1,33,3,692,0
2024,15,14,488,34.86,180.74,50,33,3,1,109,7,17,21.64,6.69,19.41,22/2,109,0,22,2,692,0
2025,12,12,246,22.36,170.83,25,19,0,0,44,3,12,29.25,7.8,22.5,13/3,44,0,13,3,692,0
2026,13,4,40,13.33,125.0,2,4,0,0,24,2,15,22.6,6.64,20.4,26/2,24,0,26,2,692,0
2011,6,5,43,10.75,138.7,6,1,0,0,20,0,0,0.0,0.0,0.0,,20,0,0,0,693,0
2008,2,2,4,2.0,50.0,0,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,694,0
2009,8,8,115,14.37,123.65,9,8,0,0,43,0,0,0.0,0.0,0.0,,43,0,0,0,694,0
2011,11,10,249,24.9,130.36,25,10,2,0,62,0,0,0.0,0.0,0.0,,62,0,0,0,694,0
2011,8,1,2,2.0,50.0,0,0,0,0,2,0,6,37.16,7.68,29.0,2/24,2,0,2,24,695,0
2008,16,14,421,38.27,142.22,35,18,3,0,55*,0,1,30.0,9.0,20.0,2/0,55,1,2,0,696,0
2009,14,14,434,31.0,140.9,37,21,2,0,98,0,7,23.42,5.92,23.71,2/0,98,0,2,0,696,0
2010,16,16,520,47.27,142.85,45,22,4,0,83*,0,6,29.66,7.46,23.83,2/0,83,1,2,0,696,0
2011,16,16,438,31.28,134.76,36,17,4,0,73*,0,4,50.25,7.3,41.25,2/0,73,1,2,0,696,0
2012,19,18,441,25.94,135.69,36,19,1,0,73,0,2,52.5,7.5,42.0,2/0,73,0,2,0,696,0
2013,18,17,548,42.15,150.13,50,18,4,1,100*,0,1,23.0,11.5,12.0,2/0,100,1,2,0,696,0
2014,16,16,523,40.23,146.08,51,19,5,0,87,0,1,134.0,7.44,108.0,2/0,87,0,2,0,696,0
2015,17,17,374,24.93,123.02,31,16,2,0,62,0,2,46.5,7.75,36.0,2/0,62,0,2,0,696,0
2016,15,15,399,28.5,127.88,39,10,3,0,75,0,0,0.0,0.0,0.0,,75,0,0,0,696,0
2017,14,14,442,40.18,143.97,42,13,3,0,84,0,1,102.0,8.5,72.0,2/0,84,0,2,0,696,0
2018,15,15,445,37.08,132.44,46,12,4,0,75*,0,0,0.0,0.0,0.0,,75,1,0,0,696,0
2019,17,17,383,23.93,121.97,45,9,3,0,59,0,0,0.0,0.0,0.0,,59,0,0,0,696,0
2021,12,11,160,17.77,125.0,13,9,1,0,54,0,0,0.0,0.0,0.0,,54,0,0,0,696,0
2025,16,16,717,65.18,167.91,69,38,5,0,73*,6,0,0.0,0.0,0.0,,73,1,0,0,697,0
2026,13,13,270,20.77,147.54,28,10,2,0,60,3,0,0.0,0.0,0.0,,60,0,0,0,697,0
2014,16,10,164,32.8,140.17,16,5,0,0,34,0,0,0.0,0.0,0.0,,34,0,0,0,698,0
2015,13,13,157,17.44,138.93,12,8,0,0,46*,0,0,0.0,0.0,0.0,,46,1,0,0,698,0
2016,15,11,182,26.0,127.27,18,5,1,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,698,0
2017,10,7,105,17.5,119.31,8,3,0,0,31,0,0,0.0,0.0,0.0,,31,0,0,0,698,0
2018,14,14,512,36.57,133.33,61,16,4,0,72,0,0,0.0,0.0,0.0,,72,0,0,0,698,0
2019,16,15,424,32.61,130.86,45,10,2,0,71*,0,0,0.0,0.0,0.0,,71,1,0,0,698,0
2020,16,15,480,40.0,145.01,61,11,4,0,79*,0,0,0.0,0.0,0.0,,79,1,0,0,698,0
2021,14,14,317,22.64,143.43,40,10,2,0,82,0,0,0.0,0.0,0.0,,82,0,0,0,698,0
2022,8,8,303,43.29,145.67,23,16,3,0,68*,3,0,0.0,0.0,0.0,,68,1,0,0,698,0
2023,16,16,605,43.21,181.13,65,28,5,1,103*,6,0,0.0,0.0,0.0,,103,1,0,0,698,0
2024,11,11,345,34.5,167.47,36,18,3,1,102*,4,0,0.0,0.0,0.0,,102,1,0,0,698,0
2025,5,3,7,2.33,63.63,0,0,0,0,4,1,0,0.0,0.0,0.0,,4,0,0,0,699,0
2026,7,7,158,39.5,175.55,9,12,1,0,57,3,0,0.0,0.0,0.0,,57,0,0,0,699,0
2026,2,1,1,0.0,33.33,0,0,0,0,1*,0,2,33.5,10.57,19.0,21/2,1,1,21,2,700,0
2022,5,5,67,13.4,113.55,7,2,0,0,34,5,0,0.0,0.0,0.0,,34,0,0,0,701,0
2023,5,4,35,8.75,120.68,1,2,0,0,19,5,0,0.0,0.0,0.0,,19,0,0,0,701,0
2024,1,1,24,24.0,133.33,3,0,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,701,0
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,10,32.1,8.23,23.4,30/3,0,0,30,3,702,1
2025,0,0,0,0.0,0.0,0,0,0,0,0,0,8,55.25,8.84,37.5,17/3,0,0,17,3,702,1
2026,0,0,0,0.0,0.0,0,0,0,0,0,0,9,41.77,9.2,27.22,47/2,0,0,47,2,702,1
2008,9,9,311,34.55,133.47,43,6,2,0,60,0,0,0.0,0.0,0.0,,60,0,0,0,703,0
2009,8,8,98,12.25,105.37,11,4,0,0,44,0,0,0.0,0.0,0.0,,44,0,0,0,703,0
2010,2,2,5,2.5,125.0,1,0,0,0,5,0,0,0.0,0.0,0.0,,5,0,0,0,703,0
2011,1,1,9,9.0,100.0,1,0,0,0,9,0,0,0.0,0.0,0.0,,9,0,0,0,703,0
2016,1,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,704,0
2017,4,2,12,6.0,63.15,0,0,0,0,10,0,1,61.0,8.71,42.0,1/14,10,0,1,14,704,0
2023,2,1,2,0.0,50.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,704,0
2024,7,5,37,18.5,176.19,3,3,0,0,15*,2,6,22.16,8.86,15.0,28/2,15,1,28,2,704,0
2011,5,2,15,0.0,125.0,2,0,0,0,13*,0,5,25.4,8.46,18.0,2/15,13,1,2,15,705,0
2012,2,1,4,0.0,400.0,1,0,0,0,4*,0,0,0.0,0.0,0.0,,4,1,0,0,705,1
2013,4,2,10,5.0,76.92,1,0,0,0,9,0,3,30.33,9.1,20.0,2/15,9,0,2,15,705,0
2017,0,0,0,0.0,0.0,0,0,0,0,0,0,2,57.5,9.07,38.0,2/24,0,0,2,24,706,1
2020,16,3,3,0.0,60.0,0,0,0,0,3*,0,16,31.5,8.02,23.56,2/24,3,1,2,24,706,0
2021,0,0,0,0.0,0.0,0,0,0,0,0,0,2,34.5,8.62,24.0,2/24,0,0,2,24,706,1
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,18,22.55,9.44,14.33,10/3,0,0,10,3,706,1
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,10,41.0,9.11,27.0,23/2,0,0,23,2,706,1
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,19,24.47,9.05,16.21,19/4,0,0,19,4,706,1
2026,10,1,1,0.0,50.0,0,0,0,0,1*,2,5,71.2,11.18,38.2,29/3,1,1,29,3,706,0
2012,0,0,0,0.0,0.0,0,0,0,0,0,0,1,136.0,11.65,70.0,1/46,0,0,1,46,707,1
2016,0,0,0,0.0,0.0,0,0,0,0,0,0,3,49.0,9.18,32.0,1/21,0,0,1,21,708,1
2021,1,1,2,0.0,50.0,0,0,0,0,2*,0,0,0.0,0.0,0.0,,2,1,0,0,708,0
2008,5,2,8,8.0,80.0,0,0,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,709,0
2009,2,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,709,0
2024,1,1,24,24.0,77.41,3,0,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,710,0
2008,2,2,10,5.0,66.66,0,1,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,711,0
2009,2,2,1,1.0,25.0,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,711,0
2008,3,3,31,10.33,119.23,3,0,0,0,15,0,0,0.0,0.0,0.0,,15,0,0,0,712,0
2026,2,2,12,6.0,80.0,2,0,0,0,11,1,0,0.0,0.0,0.0,,11,0,0,0,713,0
2013,1,1,10,10.0,58.82,0,0,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,714,0
2009,2,2,2,2.0,28.57,0,0,0,0,1*,0,3,20.0,7.5,16.0,2/16,1,1,2,16,715,0
2010,4,2,10,10.0,90.9,0,0,0,0,8,0,5,20.2,6.96,17.4,2/16,8,0,2,16,715,0
2011,4,2,23,11.5,85.18,4,0,0,0,22,0,2,55.5,7.92,42.0,3/20,22,0,3,20,716,0
2012,2,2,4,4.0,44.44,0,0,0,0,4*,0,0,0.0,0.0,0.0,,4,1,0,0,716,0
2013,16,14,233,23.3,142.94,12,14,0,0,40,0,19,25.15,8.01,18.84,3/20,40,0,3,20,716,0
2015,2,2,12,6.0,80.0,0,1,0,0,9,0,1,55.0,9.16,36.0,3/20,9,0,3,20,716,0
2016,12,10,150,21.42,161.29,7,11,0,0,34,0,9,36.22,9.82,22.11,3/20,34,0,3,20,716,0
2022,14,14,397,36.09,131.02,29,16,2,0,61,10,0,0.0,0.0,0.0,,61,0,0,0,717,0
2023,11,11,343,42.88,164.11,26,23,1,0,84*,4,0,0.0,0.0,0.0,,84,1,0,0,717,0
2024,13,13,416,41.6,149.64,35,19,3,0,65,9,0,0.0,0.0,0.0,,65,0,0,0,717,0
2026,14,14,359,29.92,145.93,30,17,2,1,101*,12,0,0.0,0.0,0.0,,101,1,0,0,717,0
2008,7,7,104,17.33,131.64,14,3,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,718,0
2010,6,6,44,7.33,83.01,6,0,0,0,17,0,3,23.33,8.57,16.33,1/30,17,0,1,30,718,0
2011,10,10,226,28.25,125.55,33,3,2,0,59*,0,1,108.0,9.0,72.0,1/30,59,1,1,30,718,0
2012,10,9,285,35.62,109.19,33,5,3,0,76*,0,0,0.0,0.0,0.0,,76,1,0,0,718,0
2013,5,5,76,15.2,81.72,12,0,0,0,33,0,0,0.0,0.0,0.0,,33,0,0,0,718,0
2021,1,1,1,1.0,33.33,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,719,0
2022,8,8,186,37.2,216.27,12,16,0,0,46,6,0,0.0,0.0,0.0,,46,0,0,0,719,0
2023,16,15,231,25.67,158.21,12,15,0,0,45*,10,0,0.0,0.0,0.0,,45,1,0,0,719,0
2024,13,11,241,30.13,158.55,14,15,0,0,45*,6,0,0.0,0.0,0.0,,45,1,0,0,719,0
2025,12,9,187,62.33,185.14,16,14,1,0,50*,7,0,0.0,0.0,0.0,,50,1,0,0,719,0
2026,16,15,305,33.89,188.27,22,23,1,0,70*,3,0,0.0,0.0,0.0,,70,1,0,0,719,0
2011,2,2,10,5.0,38.46,0,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,720,0
2021,1,1,2,2.0,50.0,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,721,0
2022,2,2,24,12.0,126.31,4,0,0,0,21,1,0,0.0,0.0,0.0,,21,0,0,0,721,0
2026,3,3,19,6.33,105.55,2,1,0,0,19,2,0,0.0,0.0,0.0,,19,0,0,0,721,0
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,4,41.5,8.73,28.5,3/24,0,0,3,24,722,1
2014,3,1,4,4.0,100.0,1,0,0,0,4,0,0,0.0,0.0,0.0,,4,0,0,0,722,0
2015,7,3,13,13.0,144.44,1,0,0,0,7*,0,6,41.16,8.82,28.0,3/24,7,1,3,24,722,0
2016,11,4,30,10.0,157.89,1,2,0,0,25,0,9,36.55,7.65,28.66,3/24,25,0,3,24,722,0
2017,3,1,7,7.0,233.33,0,1,0,0,7,0,3,32.0,9.6,20.0,3/24,7,0,3,24,722,0
2018,8,4,52,26.0,113.04,5,1,0,0,36*,0,5,52.2,9.0,34.8,3/24,36,1,3,24,722,0
2019,3,1,9,0.0,100.0,0,0,0,0,9*,0,1,118.0,13.11,54.0,3/24,9,1,3,24,722,0
2021,3,1,3,3.0,60.0,0,0,0,0,3,0,3,31.66,7.91,24.0,3/24,3,0,3,24,722,0
2022,9,5,2,0.5,16.66,0,0,0,0,1*,3,14,19.64,7.85,15.0,20/3,1,1,20,3,722,0
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,2,39.5,13.16,18.0,54/2,0,0,54,2,722,1
2009,12,12,237,23.7,124.73,18,8,0,0,41*,0,5,21.6,7.2,18.0,2/14,41,1,2,14,723,0
2010,14,14,307,34.11,119.45,23,12,2,0,78*,0,0,0.0,0.0,0.0,,78,1,0,0,723,0
2011,8,7,65,10.83,127.45,5,5,0,0,36,0,0,0.0,0.0,0.0,,36,0,0,0,723,0
2012,2,2,15,7.5,78.94,1,1,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,723,0
2013,7,5,52,10.4,89.65,8,0,0,0,23,0,1,15.0,7.5,12.0,2/14,23,0,2,14,723,0
2020,2,2,18,9.0,90.0,1,1,0,0,10,0,0,0.0,0.0,0.0,,10,0,0,0,724,0
2018,5,4,23,7.66,82.14,3,0,0,0,18,0,6,19.66,11.6,10.16,3/29,18,0,3,29,725,0
2020,5,4,83,83.0,133.87,5,3,1,0,54*,0,3,69.33,11.44,36.33,3/29,54,1,3,29,725,0
2021,3,2,21,21.0,123.52,2,0,0,0,21,0,4,26.0,9.17,17.0,3/29,21,0,3,29,725,0
2024,4,3,48,16.0,88.88,7,1,0,0,20,1,0,0.0,0.0,0.0,,20,0,0,0,726,0
2011,5,5,75,15.0,129.31,9,2,0,0,27,0,0,0.0,0.0,0.0,,27,0,0,0,727,0
2016,3,3,54,27.0,135.0,3,2,0,0,37,0,0,0.0,0.0,0.0,,37,0,0,0,728,0
2017,7,7,151,30.2,139.81,9,6,1,0,75*,0,2,40.5,10.12,24.0,2/30,75,1,2,30,728,0
2024,15,15,567,40.5,191.55,64,32,4,1,102,0,0,0.0,0.0,0.0,,102,0,0,0,728,0
2025,13,12,374,31.17,162.6,50,15,3,0,76,3,0,0.0,0.0,0.0,,76,0,0,0,728,0
2026,15,15,410,27.33,170.12,46,23,2,0,76,0,1,7.0,7.0,6.0,7/1,76,0,7,1,728,0
2015,0,0,0,0.0,0.0,0,0,0,0,0,0,9,26.22,8.42,18.66,4/18,0,0,4,18,729,1
2016,0,0,0,0.0,0.0,0,0,0,0,0,0,1,39.0,9.75,24.0,4/18,0,0,4,18,729,1
2017,6,1,5,0.0,62.5,0,0,0,0,5*,0,5,43.2,9.06,28.6,4/18,5,1,4,18,729,0
2018,14,1,0,0.0,0.0,0,0,0,0,0*,0,18,25.88,8.84,17.55,4/18,0,1,4,18,729,0
2019,5,3,7,7.0,175.0,0,1,0,0,6,0,5,32.6,8.57,22.8,4/18,6,0,4,18,729,0
2020,15,1,0,0.0,0.0,0,0,0,0,0*,0,25,18.28,7.97,13.76,4/18,0,1,4,18,729,0
2021,14,4,1,0.0,25.0,0,0,0,0,1*,0,13,31.23,7.9,23.69,4/18,1,1,4,18,729,0
2022,16,8,40,20.0,137.93,2,1,0,0,17*,2,16,30.75,7.93,23.25,18/2,17,1,18,2,729,0
2023,10,4,16,16.0,114.28,1,1,0,0,15,3,13,24.0,8.21,17.53,29/3,15,0,29,3,729,0
2024,16,5,14,7.0,87.5,2,0,0,0,12,4,16,27.68,8.3,20.0,22/3,12,0,22,3,729,0
2025,16,2,2,2.0,66.66,0,0,0,0,1*,1,22,23.5,8.96,15.72,26/4,1,1,26,4,729,0
2026,5,2,8,8.0,200.0,0,1,0,0,7*,1,2,94.0,11.62,48.5,41/1,7,1,41,1,729,0
2022,2,2,2,1.0,50.0,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,730,0
2023,2,2,25,12.5,80.64,2,0,0,0,20,0,1,14.0,7.0,12.0,14/1,20,0,14,1,730,0
2024,14,13,378,54.0,190.9,24,26,3,0,71*,7,3,5.0,7.5,4.0,11/2,71,1,11,2,730,0
2025,14,13,300,50.0,150.75,25,11,0,0,41*,10,0,0.0,0.0,0.0,,41,1,0,0,730,0
2026,14,13,275,34.38,127.31,18,9,2,0,60*,7,0,0.0,0.0,0.0,,60,1,0,0,730,0
2020,5,2,21,21.0,175.0,2,1,0,0,20*,0,3,64.0,11.29,34.0,2/37,20,1,2,37,731,0
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,1,63.0,9.0,42.0,40/1,0,0,40,1,731,1
2023,0,0,0,0.0,0.0,0,0,0,0,0,0,21,26.85,9.92,16.23,45/3,0,0,45,3,731,1
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,17,24.94,8.83,16.94,27/4,0,0,27,4,731,1
2025,10,4,7,7.0,87.5,0,0,0,0,3,2,9,37.77,10.62,21.33,44/3,3,0,44,3,731,0
2026,7,2,26,13.0,185.71,0,3,0,0,25,2,4,68.75,11.95,34.5,24/1,25,0,24,1,731,0
2017,5,3,8,2.66,72.72,0,1,0,0,6,0,5,30.6,8.57,21.4,2/31,6,0,2,31,732,0
2022,0,0,0,0.0,0.0,0,0,0,0,0,0,6,31.66,11.17,17.0,35/3,0,0,35,3,732,1
2009,2,2,11,5.5,68.75,0,1,0,0,11,0,1,40.0,6.66,36.0,1/30,11,0,1,30,733,0
2013,2,1,7,7.0,50.0,1,0,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,734,0
2008,6,4,39,13.0,205.26,1,5,0,0,24,0,12,15.33,8.17,11.25,4/23,24,0,4,23,735,0
2010,7,1,3,0.0,75.0,0,0,0,0,3*,0,6,30.66,7.66,24.0,4/24,3,1,4,24,736,0
2011,7,2,1,1.0,20.0,0,0,0,0,1*,0,2,84.5,9.38,54.0,4/24,1,1,4,24,736,0
2012,17,3,2,1.0,28.57,0,0,0,0,1*,0,19,23.84,7.42,19.26,4/24,1,1,4,24,736,0
2013,16,8,38,38.0,100.0,3,1,0,0,12*,0,16,31.75,8.78,21.68,4/24,12,1,4,24,736,0
2014,12,1,2,2.0,50.0,0,0,0,0,2,0,11,33.36,8.15,24.54,4/24,2,0,4,24,736,0
2015,12,4,29,29.0,207.14,5,1,0,0,24*,0,10,38.2,9.09,25.2,4/24,24,1,4,24,736,0
2016,9,2,9,9.0,180.0,0,1,0,0,7*,0,10,23.4,9.0,15.6,4/24,7,1,4,24,736,0
2017,14,4,10,0.0,76.92,0,0,0,0,4*,0,17,24.11,8.45,17.11,4/24,4,1,4,24,736,0
2018,14,5,3,0.75,27.27,0,0,0,0,1*,0,20,20.9,7.86,15.95,4/24,1,1,4,24,736,0
2019,11,7,25,12.5,100.0,3,1,0,0,14,0,8,46.37,9.8,28.37,4/24,14,0,4,24,736,0
2020,2,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,736,0
2022,12,7,55,13.75,137.5,4,4,0,0,21,3,16,21.18,7.06,18.0,23/4,21,0,23,4,736,0
2023,8,5,19,9.5,105.55,1,0,0,0,6*,3,1,189.0,9.94,114.0,27/1,6,1,27,1,736,0
2024,7,2,12,12.0,80.0,0,1,0,0,10*,1,8,26.25,10.0,15.75,22/2,10,1,22,2,736,0
